age,housing,contact,month,day_of_week,campaign,previous,cons.price.idx,cons.conf.idx,nr.employed,y
54,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,1
53,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
35,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
38,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
32,yes,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
45,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
55,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
35,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
31,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
39,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
49,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
30,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
41,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
40,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
28,no,telephone,jun,thu,5,0,94.465,-41.8,5228.1,1
47,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
59,no,telephone,jun,thu,5,0,94.465,-41.8,5228.1,0
33,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
44,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
38,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
38,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
45,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
39,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
56,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
53,yes,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
35,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
38,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
55,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
30,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
48,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
32,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
50,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
43,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
38,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
50,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
49,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
58,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
35,yes,telephone,jun,thu,6,0,94.465,-41.8,5228.1,0
44,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
50,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
54,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
42,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
31,no,telephone,jun,thu,6,0,94.465,-41.8,5228.1,0
43,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
58,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
59,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
40,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
48,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
49,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
59,no,telephone,jun,thu,12,0,94.465,-41.8,5228.1,0
24,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
43,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
36,yes,telephone,jun,thu,6,0,94.465,-41.8,5228.1,0
56,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
27,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
58,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
39,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
46,no,telephone,jun,thu,6,0,94.465,-41.8,5228.1,1
40,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
49,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
42,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
42,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,thu,5,0,94.465,-41.8,5228.1,0
44,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
52,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
40,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
43,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,1
54,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
22,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
42,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
33,yes,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
39,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
47,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
56,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
49,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,1
39,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
29,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
55,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
46,yes,telephone,jun,thu,1,0,94.465,-41.8,5228.1,0
31,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
54,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
44,yes,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
52,no,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
49,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
35,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
43,no,telephone,jun,thu,6,0,94.465,-41.8,5228.1,1
59,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,1
36,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
39,yes,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
36,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
44,yes,telephone,jun,thu,17,0,94.465,-41.8,5228.1,1
44,yes,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
37,no,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
41,yes,telephone,jun,thu,7,0,94.465,-41.8,5228.1,0
52,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
45,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
30,unknown,telephone,jun,thu,4,0,94.465,-41.8,5228.1,0
48,yes,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
43,unknown,telephone,jun,thu,2,0,94.465,-41.8,5228.1,1
48,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
40,no,telephone,jun,thu,4,0,94.465,-41.8,5228.1,0
29,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
50,yes,telephone,jun,thu,6,0,94.465,-41.8,5228.1,0
49,no,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
44,yes,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
49,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
38,yes,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
39,yes,telephone,jun,thu,6,0,94.465,-41.8,5228.1,0
43,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
30,yes,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
41,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
25,yes,telephone,jun,thu,7,0,94.465,-41.8,5228.1,1
47,yes,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
54,yes,telephone,jun,thu,3,0,94.465,-41.8,5228.1,0
36,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
33,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,thu,8,0,94.465,-41.8,5228.1,0
36,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
57,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
37,unknown,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
38,yes,telephone,jun,thu,6,0,94.465,-41.8,5228.1,0
41,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
53,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
39,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
47,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
33,yes,telephone,jun,thu,8,0,94.465,-41.8,5228.1,0
34,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,thu,4,0,94.465,-41.8,5228.1,0
33,no,telephone,jun,thu,4,0,94.465,-41.8,5228.1,0
38,no,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
48,no,telephone,jun,thu,4,0,94.465,-41.8,5228.1,0
48,yes,telephone,jun,thu,2,0,94.465,-41.8,5228.1,0
30,yes,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
36,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
45,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
60,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
33,no,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,mon,5,0,94.465,-41.8,5228.1,0
48,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
29,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
46,unknown,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
45,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
35,yes,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
30,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
44,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
27,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
46,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
29,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
39,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,mon,29,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
39,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,1
50,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
38,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
38,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
49,no,telephone,jun,mon,15,0,94.465,-41.8,5228.1,0
38,no,telephone,jun,mon,6,0,94.465,-41.8,5228.1,0
28,yes,telephone,jun,mon,5,0,94.465,-41.8,5228.1,0
33,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
37,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
41,yes,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,mon,11,0,94.465,-41.8,5228.1,1
40,yes,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
31,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,mon,21,0,94.465,-41.8,5228.1,0
34,yes,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
48,yes,telephone,jun,mon,8,0,94.465,-41.8,5228.1,0
52,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
47,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
50,no,telephone,jun,mon,4,0,94.465,-41.8,5228.1,1
40,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
38,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
47,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,mon,8,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,mon,5,0,94.465,-41.8,5228.1,0
33,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
37,no,telephone,jun,mon,9,0,94.465,-41.8,5228.1,1
52,yes,telephone,jun,mon,6,0,94.465,-41.8,5228.1,0
29,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
47,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
39,yes,telephone,jun,mon,5,0,94.465,-41.8,5228.1,0
52,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
41,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
39,unknown,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
35,unknown,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
49,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,mon,10,0,94.465,-41.8,5228.1,0
47,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
28,no,telephone,jun,mon,5,0,94.465,-41.8,5228.1,0
40,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
59,no,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
50,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
38,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
41,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
51,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
31,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
28,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
40,no,telephone,jun,mon,6,0,94.465,-41.8,5228.1,0
50,no,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
56,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
45,no,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
54,no,telephone,jun,mon,17,0,94.465,-41.8,5228.1,0
32,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
36,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
40,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
25,yes,telephone,jun,mon,6,0,94.465,-41.8,5228.1,0
52,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
44,yes,telephone,jun,mon,8,0,94.465,-41.8,5228.1,0
52,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
34,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
40,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
31,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
45,no,telephone,jun,mon,6,0,94.465,-41.8,5228.1,0
46,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
33,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
36,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,1
40,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
43,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,1
35,yes,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
56,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
28,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
43,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
38,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
53,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
30,unknown,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
40,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
47,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
52,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
59,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
33,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
29,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
56,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
52,no,telephone,jun,mon,5,0,94.465,-41.8,5228.1,0
46,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
37,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
33,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
57,yes,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
60,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
36,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,mon,8,0,94.465,-41.8,5228.1,0
38,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
31,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
25,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
42,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
29,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
44,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
43,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,1
51,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
29,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
33,no,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
34,yes,telephone,jun,mon,8,0,94.465,-41.8,5228.1,0
53,no,telephone,jun,mon,19,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,mon,6,0,94.465,-41.8,5228.1,0
52,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
44,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
38,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
26,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
30,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
40,no,telephone,jun,mon,5,0,94.465,-41.8,5228.1,0
57,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
53,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
40,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
26,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
45,unknown,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
31,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,1
32,no,telephone,jun,mon,25,0,94.465,-41.8,5228.1,0
29,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
28,yes,telephone,jun,mon,5,0,94.465,-41.8,5228.1,0
27,yes,telephone,jun,mon,12,0,94.465,-41.8,5228.1,0
32,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
52,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
46,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
37,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
36,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
28,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
52,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
30,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
29,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
55,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
45,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
24,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
43,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
46,unknown,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
24,yes,telephone,jun,mon,6,0,94.465,-41.8,5228.1,0
38,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
56,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
45,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
26,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
53,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
53,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
37,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
52,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
48,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
36,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
44,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
31,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
26,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
34,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
45,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
39,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
51,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
50,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
40,yes,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
43,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
29,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
42,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
30,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
40,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
34,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
39,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,1
60,yes,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
30,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
52,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
60,no,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
25,no,telephone,jun,mon,7,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
40,yes,telephone,jun,mon,21,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,mon,15,0,94.465,-41.8,5228.1,0
58,no,telephone,jun,mon,6,0,94.465,-41.8,5228.1,0
37,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
42,no,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
31,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,1
30,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
47,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
34,yes,telephone,jun,mon,14,0,94.465,-41.8,5228.1,0
29,no,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
28,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
50,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
25,yes,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,mon,30,0,94.465,-41.8,5228.1,0
24,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
52,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
59,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
26,yes,telephone,jun,mon,35,0,94.465,-41.8,5228.1,0
55,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
31,no,telephone,jun,mon,21,0,94.465,-41.8,5228.1,0
37,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
36,no,telephone,jun,mon,6,0,94.465,-41.8,5228.1,0
54,no,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
24,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
53,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
28,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
32,yes,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
57,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
48,unknown,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,mon,1,0,94.465,-41.8,5228.1,0
48,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
39,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
33,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
37,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
32,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
42,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
34,no,telephone,jun,mon,7,0,94.465,-41.8,5228.1,0
35,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
47,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
42,yes,telephone,jun,mon,4,0,94.465,-41.8,5228.1,0
57,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
44,yes,telephone,jun,mon,25,0,94.465,-41.8,5228.1,0
47,yes,telephone,jun,mon,4,0,94.465,-41.8,5228.1,1
49,yes,telephone,jun,mon,18,0,94.465,-41.8,5228.1,0
30,no,telephone,jun,mon,6,0,94.465,-41.8,5228.1,0
41,no,telephone,jun,mon,20,0,94.465,-41.8,5228.1,0
32,yes,telephone,jun,mon,5,0,94.465,-41.8,5228.1,0
39,unknown,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
36,no,telephone,jun,mon,2,0,94.465,-41.8,5228.1,0
30,yes,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
40,no,telephone,jun,mon,3,0,94.465,-41.8,5228.1,0
38,yes,telephone,jun,mon,6,0,94.465,-41.8,5228.1,0
